
Host: fito-laptop-ubuntu

HF: Form H  :       0.00u       0.00s   0.003744w      4 calls
HF: Form S/X:       0.00u       0.00s   0.000945w      4 calls
HF: Guess   :       0.25u       0.00s   0.262854w      4 calls
SAD Guess   :       0.11u       0.00s 0.11233000w      1 call
JK: D       :       0.00u       0.00s   0.000208w     42 calls
JK: USO2AO  :       0.00u       0.00s   0.001153w     42 calls
JK: JK      :       0.01u       0.00s   0.014747w     42 calls
JK: J       :       0.01u       0.00s   0.001655w     42 calls
JK: J1      :       0.01u       0.00s   0.000990w     51 calls
JK: J2      :       0.00u       0.00s   0.000507w     51 calls
JK: K       :       0.00u       0.00s   0.012051w     42 calls
JK: K1      :       0.00u       0.00s   0.010312w     49 calls
JK: K2      :       0.00u       0.00s   0.001603w     49 calls
JK: AO2USO  :       0.00u       0.00s   0.000798w     42 calls
DIISManager::add_entry:       0.00u       0.00s   0.002839w     38 calls
DIISManager::extrapolate:       0.00u       0.00s   0.002137w     34 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000447w     34 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001080w     34 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000472w     34 calls
HF: Form G  :       0.01u       0.00s   0.017059w     33 calls
HF: Form F  :       0.00u       0.00s   0.000109w     33 calls
HF: DIIS    :       0.00u       0.00s   0.005615w     33 calls
HF: Form C  :       0.00u       0.01s   0.002967w     33 calls
HF: Form D  :       0.00u       0.00s   0.000132w     33 calls
Grad: T     :       0.00u       0.00s   0.001274w      4 calls
Grad: V     :       0.08u       0.02s   0.098886w      4 calls
Grad: S     :       0.00u       0.00s   0.000782w      4 calls
Grad: JK    :       0.56u       0.01s   0.579063w      4 calls
JKGrad: Amn :       0.07u       0.00s   0.065019w      4 calls
JKGrad: Awmn:       0.00u       0.00s   0.000004w      4 calls
JKGrad: AB  :       0.06u       0.00s   0.063230w      4 calls
JKGrad: UV  :       0.00u       0.00s   0.000414w      4 calls
JKGrad: ABx :       0.06u       0.00s   0.053476w      4 calls
JKGrad: Amnx:       0.11u       0.00s   0.125194w      4 calls
JKGrad: Awmnx:       0.00u       0.00s   0.000004w      4 calls
Grad: XC    :       0.00u       0.00s   0.000004w      4 calls

***********************************************************

Host: fito-laptop-ubuntu

Timers On : Tue Jan 24 08:45:10 2017
Timers Off: Tue Jan 24 08:45:11 2017

Wall Time:        1.00 seconds

JK: (A|mn)  :       0.00u       0.00s 0.00054400w      1 call
JK: (A|Q)^-1/2:       0.02u       0.01s 0.02174800w      1 call
JK: (Q|mn)  :       0.00u       0.00s 0.00001000w      1 call
HF: Form H  :       0.00u       0.00s 0.00062000w      1 call
HF: Form S/X:       0.00u       0.00s 0.00010000w      1 call
HF: Guess   :       0.00u       0.00s 0.00008000w      1 call
HF: Form G  :       0.00u       0.00s   0.000230w      4 calls
JK: D       :       0.00u       0.00s   0.000018w      4 calls
JK: USO2AO  :       0.00u       0.00s   0.000061w      4 calls
JK: JK      :       0.00u       0.00s   0.000084w      4 calls
JK: J       :       0.00u       0.00s   0.000018w      4 calls
JK: J1      :       0.00u       0.00s   0.000006w      8 calls
JK: J2      :       0.00u       0.00s   0.000007w      8 calls
JK: K       :       0.00u       0.00s   0.000026w      4 calls
JK: K1      :       0.00u       0.00s   0.000017w      4 calls
JK: K2      :       0.00u       0.00s   0.000004w      4 calls
JK: AO2USO  :       0.00u       0.00s   0.000021w      4 calls
HF: Form F  :       0.00u       0.00s   0.000004w      4 calls
HF: DIIS    :       0.00u       0.00s   0.000424w      4 calls
DIISManager::add_entry:       0.00u       0.00s   0.000223w      4 calls
HF: Form C  :       0.00u       0.00s   0.000092w      4 calls
HF: Form D  :       0.00u       0.00s   0.000009w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000104w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000020w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000052w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000023w      3 calls

***********************************************************

Host: fito-laptop-ubuntu

Timers On : Tue Jan 24 08:45:38 2017
Timers Off: Tue Jan 24 08:45:39 2017

Wall Time:        1.00 seconds

